ipo_status;ticker_code;image;company_name;sector;subsector;listing_board;final_price;line_of_business;address;website;number_of_shares_offered;%_of_total_shares;participant_admin.code;participant_admin.name;book_building_opening;book_building_closing;lowest_book_building_price;highest_book_building_price;opening_of_offering_period;closing_of_offering_period;closing_date;distribution_date;listing_date;ara_arb_percentage;underwriters;warrant.code;warrant.per_share_ratio;warrant.exercise_price_(rp);warrant.open;warrant.high;warrant.low;warrant.close;listing_price.open;listing_price.high;listing_price.low;listing_price.close;listing_price.change;listing_price.percentage_change;listing_price.volume;performa.1D;performa.1W;performa.1M;performa.6M;performa.1Y;performa.updated_at;performa.source;fundamental.aset_percentage;fundamental.liabilitas_percentage;fundamental.pendapatan_percentage;fundamental.laba_bersih_percentage;fundamental.updated_at;fundamental.source
Closed;TRGU;;PT Cerestar Indonesia Tbk;Consumer Non-Cyclicals;Processed Foods;Utama;210.0;Industri Tepung Terigu dan Perdagangan Serealia/Biji-Bijian Melalui Perusahaan Anak dan Jasa Konsult;;http://www.cerestargroup.co.id;1500000000;18.87;MG;SEMESTA INDOVEST SEKURITAS;17/06/2022;23/06/2022;200;210;04/07/2022;06/07/2022;06/07/2022;07/07/2022;08/07/2022;25%;"[{""code"": ""MG"", ""name"": ""SEMESTA INDOVEST SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;262.0;262.0;262.0;262.0;52.0;24.76%;18731300.0;25%;124%;62%;5%;2%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-8%;-11%;63%;-97%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ARKO;;PT Arkora Hydro Tbk;Infrastructures;Electric Utilities;Pengembangan;300.0;Pembangkitan tenaga listrik melalui sumber energi baru dan terbarukan yang berasal dari aliran air;Office 8 Building, Lantai 21 Unit C & D, Jl, Jend, Sudirman Kav, 52-53, Lot 28 SCBD Jakarta 12190, Indonesia;http://www.arkora-hydro.com/;579900000;20.0;YP;MIRAE ASSET SEKURITAS INDONESIA;20/06/2022;28/06/2022;286;310;04/07/2022;06/07/2022;06/07/2022;07/07/2022;08/07/2022;25%;"[{""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""YJ"", ""name"": ""LOTUS ANDALAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;300.0;338.0;280.0;280.0;-20.0;-6.67%;166031300.0;-7%;5%;98%;88%;113%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;22%;31%;-28%;-26%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CHEM;;PT Chemstar Indonesia Tbk;Basic Materials;Specialty Chemicals;Pengembangan;150.0;Perseroan bergerak dalam Industri dan perdagangan bahan kimia spesialisasi untuk industri tekstil;Jl, Industri Ubrug No, 70, Kp, Cisampih, Kel, Cibinong, Kec, Jatiluhur, Kab, Purwakarta, Jawa Barat 41152;https://www.chemstarindonesia.com;500000000;29.41;XA;NH KORINDO SEKURITAS INDONESIA;20/06/2022;23/06/2022;150;190;04/07/2022;06/07/2022;06/07/2022;07/07/2022;08/07/2022;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";CHEM-W;0.5;200.0;-;-;-;-;;190.0;141.0;155.0;5.0;3.33%;626280600.0;3%;-17%;-18%;-6%;-29%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;8%;47%;-6%;-91%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;GULA;;PT Aman Agrindo Tbk;Consumer Non-Cyclicals;Processed Foods;Pengembangan;250.0;Bergerak di bidang perkebunan tebu, perdagangan gula dan industri gula;Jl,MT, Haryono 864-866 Ruko Bangkong Plaza C-10, Kelurahan Peterongan, Kecamatan Semarang Selatan, Kota Semarang, Provinsi Jawa Tengah, 50242;https://www.amanagrindo.co.id/;214072500;20.0;AI;UOB KAY HIAN SEKURITAS;23/06/2022;15/07/2022;250;300;28/07/2022;01/08/2022;01/08/2022;02/08/2022;03/08/2022;25%;"[{""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;294.0;312.0;240.0;254.0;4.0;1.60%;523871000.0;2%;-9%;-16%;78%;34%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;13%;45%;100%;106%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;DEWI;;PT Dewi Shri Farmindo Tbk;Consumer Non-Cyclicals;Fish, Meat, & Poultry;Pengembangan;100.0;Bergerak di bidang budidaya ayam ras pedaging dan perdagangan eceran hewan ternak;Kampung Cimenyan, RT 003/RW 003, Desa Cintaasih, Kecamatan Grekbong, Cianjur, Jawa Barat;https://www.dewishrifarmindo.com;700000000;35.0;HD;KGI SEKURITAS INDONESIA;27/06/2022;29/06/2022;100;110;12/07/2022;14/07/2022;14/07/2022;15/07/2022;18/07/2022;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""AR"", ""name"": ""BINAARTHA SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;135.0;135.0;114.0;135.0;35.0;35.00%;509459000.0;35%;48%;78%;124%;-32%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;11%;69%;-24%;-19%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AXIO;;PT Tera Data Indonusa Tbk,;Technology;Computer Hardware;Utama;140.0;Perdagangan Besar Komputer dan Perlengkapan Komputer;Wisma Exa Jl, Inspeksi PAM No,168, Cakung Barat Jakarta Timur 13910;https://www.terra.co.id/;1040126500;17.81;NI;BNI SEKURITAS;29/06/2022;05/07/2022;120;140;14/07/2022;18/07/2022;18/07/2022;19/07/2022;20/07/2022;35%;"[{""code"": ""NI"", ""name"": ""BNI SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;160.0;189.0;160.0;189.0;49.0;35.00%;75657800.0;35%;54%;103%;43%;-4%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-14%;-32%;-15%;41%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;HATM;;PT HABCO TRANS MARITIMA TBK;Transportation & Logistic;Logistics & Deliveries;Utama;160.0;Pengangkutan dengan Kegiatan Usaha Angkutan Laut Dalam Negeri untuk Barang Khusus;Jalan H, Imam Munandar No, 247 F-G, Kel Tangkerang Utara, Kec Bukit Raya, Pekanbaru, Riau 28282;https://habcomaritima.com/;1118750000;16.65;XA;NH KORINDO SEKURITAS INDONESIA;29/06/2022;01/07/2022;150;250;20/07/2022;22/07/2022;22/07/2022;25/07/2022;26/07/2022;35%;"[{""code"": ""XA"", ""name"": ""NH KORINDO SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;212.0;149.0;163.0;3.0;1.88%;781039300.0;2%;18%;181%;81%;33%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;46%;950%;55%;39%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;KRYA;;PT Bangun Karya Perkasa Jaya Tbk,;Infrastructures;Heavy Constructions & Civil Engineering;Pengembangan;125.0;Bergerak dalam bidang konstruksi umum dan konstruksi baja;Jl, Pattimura Plaza Segi Delapan C 851-852, Sonokwijenan, Sukomanunggal, Surabaya, Indonesia 60189;https://www.ptbkpjaya.com/;325000000;20.0;IU;INDO CAPITAL SEKURITAS;30/06/2022;06/07/2022;120;130;19/07/2022;21/07/2022;21/07/2022;22/07/2022;25/07/2022;35%;"[{""code"": ""IU"", ""name"": ""INDO CAPITAL SEKURITAS"", ""percentage"": """"}]";KRYA-W;0.5;156.0;-;-;-;-;;168.0;117.0;117.0;-8.0;-6.40%;;-6%;-18%;73%;196%;-35%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;23%;54%;-28%;-85%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;AMMS;;PT Agung Menjangan Mas Tbk;Consumer Non-Cyclicals;Fish, Meat, & Poultry;Akselerasi;100.0;Menjalankan usaha dalam bidang jasa sarana produksi dan jasa pasca panen budidaya ikan air payau;Generali Tower Grand Rubina Business Park Lt,20 C Jl, H,R, Rasuna Said, Kuningan, Jakarta Selatan 12940;https://agungmm.com/;240000000;20.0;IU;INDO CAPITAL SEKURITAS;07/07/2022;13/07/2022;100;150;29/07/2022;02/08/2022;02/08/2022;03/08/2022;04/08/2022;35%;"[{""code"": ""IU"", ""name"": ""INDO CAPITAL SEKURITAS"", ""percentage"": """"}]";AMMS-W;1.4;100.0;10;15;5;11;108.0;110.0;90.0;105.0;5.0;5.00%;368990300.0;5%;8%;35%;-59%;-63%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;1%;30%;3%;-86%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RCCC;;PT Utama Radar Cahaya Tbk;Transportation & Logistic;Logistics & Deliveries;Akselerasi;135.0;Bergerak di Bidang Jasa Pengurusan Transportasi (Freight Forwarding);Kantor Pusat: Gedung STC Senayan, Lantai 2, Ruang 38, Jl, Asia Afrika Pintu IX, Gelora, Tanah Abang Jakarta Pusat 10270, Indonesia Garasi dan Bengkel: Jl, Curug Dengdeng, Desa Lulut, Kec, Klapanunggal, Cileungsi, Kab, Bogor, Jawa Barat, Indonesia;https://www.utamaradarcahaya.com;150000000;20.0;SA;ELIT SUKSES SEKURITAS;08/07/2022;12/07/2022;110;150;27/07/2022;29/07/2022;29/07/2022;01/08/2022;02/08/2022;35%;"[{""code"": ""SA"", ""name"": ""ELIT SUKSES SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;148.0;148.0;122.0;122.0;-13.0;-9.63%;215046195.0;-10%;6%;-15%;-1%;13%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;41%;94%;24%;-9%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;JARR;;PT Jhonlin Agro Raya Tbk;Consumer Non-Cyclicals;Plantations & Crops;Utama;300.0;Perkebunan dan Pengolahan Minyak Kelapa Sawit Terpadu;Kantor: Jl, Kodeco KM 1, Kel, Gunung Antasari, Kec, Simpang Empat, Kab, Tanah Bumbu, Kalimatan Selatan 72213 Operasional: Pabrik Refinery dan Pabrik Biodiesel di Desa Batu Ampar, Kec, Simpang Empat, Kab, Tanah Bumbu, Kalimantan Selatan;https://www.ptjar.com;1222950000;15.29;IN;INVESTINDO NUSANTARA SEKURITAS;12/07/2022;15/07/2022;250;300;29/07/2022;02/08/2022;02/08/2022;03/08/2022;04/08/2022;25%;"[{""code"": ""IN"", ""name"": ""INVESTINDO NUSANTARA SEKURITAS"", ""percentage"": """"}, {""code"": ""AR"", ""name"": ""BINAARTHA SEKURITAS"", ""percentage"": """"}, {""code"": ""PG"", ""name"": ""PANCA GLOBAL SEKURITAS"", ""percentage"": """"}, {""code"": ""YJ"", ""name"": ""LOTUS ANDALAN SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;360.0;374.0;328.0;374.0;74.0;24.67%;170219700.0;25%;68%;46%;-8%;-39%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;5%;0%;-4%;85%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MORA;;PT Mora Telematika Indonesia Tbk;Infrastructures;Wired Telecommunication Service;Utama;396.0;Aktivitas telekomunikasi dengan kabel, internet service provider & jasa interkoneksi internet (NAP);Grha 9, Lantai 6, Jl, Panataran No, 9, Proklamasi, Jakarta 10320 Indonesia;https://www.moratelindo.co.id;2525464300;10.68;AZ;SUCOR SEKURITAS;12/07/2022;18/07/2022;368;396;02/08/2022;04/08/2022;04/08/2022;05/08/2022;08/08/2022;25%;"[{""code"": ""AZ"", ""name"": ""SUCOR SEKURITAS"", ""percentage"": """"}, {""code"": ""NI"", ""name"": ""BNI SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;494.0;494.0;494.0;494.0;98.0;24.75%;14638600.0;25%;46%;48%;10%;18%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;0%;-8%;-7%;1%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;ELPI;;PT Pelayaran Nasional Ekalya Purnamasari Tbk;Transportation & Logistic;Logistics & Deliveries;Utama;200.0;Bergerak dalam bidang angkutan laut dan aktivitas penunjang angkutan;Graha KCT Lt, 3 Jl, W,R, Supratman No,23 Surabaya, Jawa Timur- Indonesia;https://www.pnep.co.id;1112000000;15.0;LG;TRIMEGAH SEKURITAS INDONESIA TBK,;14/07/2022;21/07/2022;190;240;02/08/2022;04/08/2022;04/08/2022;05/08/2022;08/08/2022;35%;"[{""code"": ""LG"", ""name"": ""TRIMEGAH SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;270.0;270.0;224.0;270.0;70.0;35.00%;655243700.0;35%;37%;14%;3%;16%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;22%;103%;70%;55%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;RAFI;;PT Sari Kreasi Boga Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;Pemantauan Khusus;126.0;Perseroan bergerak di bidang penjualan bahan baku dan waralaba makanan dan minuman,;Tower A lt,3, Jl, Ampera Raya RW2, Ragunan, Kec, Ps, Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540;https://skbfood.id/;948090000;30.31;IN;INVESTINDO NUSANTARA SEKURITAS;18/07/2022;22/07/2022;120;130;01/08/2022;03/08/2022;03/08/2022;04/08/2022;05/08/2022;35%;"[{""code"": ""IN"", ""name"": ""INVESTINDO NUSANTARA SEKURITAS"", ""percentage"": """"}, {""code"": ""CP"", ""name"": ""KB VALBURY SEKURITAS"", ""percentage"": """"}]";RAFI-W;0.5;158.0;-;-;-;-;136.0;170.0;136.0;170.0;44.0;34.92%;102116400.0;35%;39%;84%;-8%;-49%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;67%;158%;8%;1101%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;KKES;;PT Kusuma Kemindo Sentosa Tbk;Basic Materials;Basic Chemicals;Pemantauan Khusus;105.0;Perdagangan Besar Bahan dan Barang Kimia;Green Ville Maisonette Blok FA / 12A, Jakarta Barat, DKI Jakarta, 11510 - Indonesia;https://kks-chemicals.com;300000000;20.0;YP;MIRAE ASSET SEKURITAS INDONESIA;19/07/2022;27/07/2022;100;130;02/08/2022;04/08/2022;04/08/2022;05/08/2022;08/08/2022;35%;"[{""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;;138.0;104.0;127.0;22.0;20.95%;1016123800.0;21%;13%;62%;-10%;-49%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;8%;10%;-3%;-17%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;TOOL;;PT Rohartindo Nusantara Luas Tbk;Consumer Cyclicals;Household Appliances;Pengembangan;127.0;bergerak dalam bidang usaha Perdagangan besar;Jalan Raya Perancis, Pergudangan Kosambi Permai, Blok J No, 32, Kabupaten Tangerang, Provinsi Banten;http://www.nankai.co.id/;410000000;20.0;YP;MIRAE ASSET SEKURITAS INDONESIA;19/07/2022;26/07/2022;122;135;02/08/2022;05/08/2022;05/08/2022;08/08/2022;09/08/2022;35%;"[{""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}]";TOOL-W;0.5;500.0;-;-;-;-;160.0;171.0;160.0;171.0;44.0;34.65%;5151900.0;35%;9%;-14%;-41%;-54%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;10%;-30%;45%;117%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BUAH;;PT Segar Kumala Indonesia Tbk;Consumer Non-Cyclicals;Food Retail & Distributors;Pengembangan;388.0;Bergerak di bidang Perdagangan Besar Buah-buahan dan Daging Unggas Beku;Jl, Pegangsaan Dua KM, 4 No,89, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, 14250;https://sk-indonesia.com/;200000000;20.0;LS;RELIANCE SEKURITAS INDONESIA TBK,;20/07/2022;26/07/2022;350;400;02/08/2022;05/08/2022;05/08/2022;08/08/2022;09/08/2022;25%;"[{""code"": ""LS"", ""name"": ""RELIANCE SEKURITAS INDONESIA TBK"", ""percentage"": """"}]";;0.0;;;;;;;484.0;388.0;484.0;96.0;24.74%;50060300.0;25%;20%;61%;178%;272%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-1%;-15%;29%;46%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CRAB;;PT Toba Surimi Industries Tbk;Consumer Non-Cyclicals;Processed Foods;Pengembangan;150.0;Industri Pembekuan, Pengolahan, Pengawetan, Perdagangan Besar Makanan &Minuman serta Hasil Perikanan;;https://www.tobasurimi.com/;390000000;20.0;HD;KGI SEKURITAS INDONESIA;20/07/2022;25/07/2022;100;150;02/08/2022;08/08/2022;08/08/2022;09/08/2022;10/08/2022;35%;"[{""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}]";;0.0;;;;;;202.0;202.0;202.0;202.0;52.0;34.67%;43573900.0;35%;56%;59%;41%;59%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;9%;11%;5%;69%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;EURO;;PT Estee Gold Feet Tbk;Consumer Non-Cyclicals;Personal Care Products;Akselerasi;70.0;Industri pengisian jasa aerosol kosmetik dan bahan pembersih keperluan rumah tangga;Jl, Kapuk Utara II No,2, RT,1/RW,3, Kapuk Muara, Penjaringan Jakarta Utara, 14460, Indonesia;https://esteegoldaerosol.com/;500000000;20.0;II;DANATAMA MAKMUR SEKURITAS;20/07/2022;28/07/2022;60;70;01/08/2022;04/08/2022;04/08/2022;05/08/2022;08/08/2022;35%;"[{""code"": ""II"", ""name"": ""DANATAMA MAKMUR SEKURITAS"", ""percentage"": """"}]";EURO-W;0.1;100.0;-;-;-;-;;77.0;69.0;70.0;0.0;0.00%;169005200.0;0%;0%;0%;417%;217%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;11%;-39%;-22%;-13%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;KLIN;;PT Klinko Karya Imaji Tbk;Consumer Cyclicals;Home Improvement Retail;Akselerasi;100.0;Bergerak di Bidang Produksi dan Perdagangan Produk Alat-Alat Kebersihan yang Ramah Lingkungan;Jl, Raya Driyorejo Km 25, Desa/Kelurahan Driyorejo, Kec, Driyorejo, Kab, Gresik, Jawa Timur 61177, Indonesia;https://www.klinko.id/;230000000;17.59;SA;ELIT SUKSES SEKURITAS;20/07/2022;25/07/2022;90;100;02/08/2022;05/08/2022;05/08/2022;08/08/2022;09/08/2022;35%;"[{""code"": ""SA"", ""name"": ""ELIT SUKSES SEKURITAS"", ""percentage"": """"}]";KLIN-W;0.25;100.0;-;-;-;-;90.0;90.0;90.0;90.0;-10.0;-10.00%;21058300.0;-10%;-26%;-44%;-69%;-54%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;0%;-3%;126%;-143%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;MEDS;;PT Hetzer Medical Indonesia Tbk;Healthcare;Healthcare Supplies & Distributions;Pengembangan;125.0;Industri Peralatan Kesehatan dan Turunannya;Jl, Mahar Martanegara No, 106, Kel, Cigugur Tengah Kec, Cimahi Tengah, Kota Cimahi, Provinsi Jawa Barat 40522;https://www.evoplusmed.com;312500000;20.0;AN;WANTEG SEKURITAS;21/07/2022;26/07/2022;125;175;02/08/2022;08/08/2022;08/08/2022;09/08/2022;10/08/2022;35%;"[{""code"": ""AN"", ""name"": ""WANTEG SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;168.0;168.0;168.0;168.0;43.0;34.40%;55249600.0;34%;127%;114%;0%;-38%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-5%;-1%;-40%;-1606%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;COAL;;PT Black Diamond Resources Tbk;Energy;Coal Production;Pemantauan Khusus;100.0;Pertambangan Batubara Melalui Entitas Anak;Gedung Centennial Tower Lt 21 Unit H , Jl, Jenderal Gatot Subroto No, 24-25, Jakarta Selatan 12930;https://blackdiamondtbk.com/;1250000000;20.0;SF;SURYA FAJAR SEKURITAS;12/08/2022;22/08/2022;100;130;01/09/2022;05/09/2022;05/09/2022;06/09/2022;07/09/2022;35%;"[{""code"": ""SF"", ""name"": ""SURYA FAJAR SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;135.0;135.0;135.0;135.0;35.0;35.00%;10373300.0;35%;280%;354%;36%;-45%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;7%;2%;-2%;-58%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;OMED;;PT Jayamas Medica Industri Tbk;Healthcare;Healthcare Supplies & Distributions;Utama;204.0;Bergerak di bidang usaha manufaktur alat kesehatan dan perbekalan kesehatan rumah tangga lainnya;Sebelah Selatan Jalan By Pass RT 05 / RW 01 Kelurahan Sidomojo, Kecamatan Krian, Sidoarjo 61262, Jawa Timur;https://www.onemed.co.id;4058850000;15.0;KI;CIPTADANA SEKURITAS ASIA;06/10/2022;19/10/2022;204;310;02/11/2022;04/11/2022;04/11/2022;07/11/2022;08/11/2022;25%;"[{""code"": ""KI"", ""name"": ""CIPTADANA SEKURITAS ASIA"", ""percentage"": """"}]";;0.0;;;;;;254.0;254.0;210.0;252.0;48.0;23.53%;1191179900.0;24%;26%;17%;-3%;3%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;3%;-23%;0%;-10%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;BSBK;;PT Wulandari Bangun Laksana Tbk;Properties & Real Estate;Real Estate Development & Management;Utama;100.0;Bergerak dalam bidang property dan real estate;Jl, Jend, Sudirman Nomor 47 Tower G Komplek Balikpapan Superblock Stall Kuda, Kelurahan Damai Bahagia, Kec, Balikpapan Selatan, Kota Balikpapan, Provinsi Kalimantan Timur, 76114;https://www.balikpapansuperblock.com;2750000000;12.09;SH;ARTHA SEKURITAS INDONESIA;10/10/2022;17/10/2022;100;120;02/11/2022;04/11/2022;04/11/2022;07/11/2022;08/11/2022;35%;"[{""code"": ""SH"", ""name"": ""ARTHA SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""HD"", ""name"": ""KGI SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""PG"", ""name"": ""PANCA GLOBAL SEKURITAS"", ""percentage"": """"}]";BSBK-W;1.37;125.0;-;-;-;-;135.0;135.0;135.0;135.0;35.0;35.00%;281895000.0;35%;170%;140%;-50%;-50%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;-1%;-8%;31%;896%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;CBUT;;PT Citra Borneo Utama Tbk;Consumer Non-Cyclicals;Plantations & Crops;Utama;690.0;bidang industri pemurnian, pemisahan/fraksinasi dan perdagangan produk kelapa sawit dan turunannya;;http://www.citraborneoutama.co.id/;625000000;20.0;YP;MIRAE ASSET SEKURITAS INDONESIA;13/10/2022;19/10/2022;690;1280;02/11/2022;04/11/2022;04/11/2022;07/11/2022;08/11/2022;25%;"[{""code"": ""YP"", ""name"": ""MIRAE ASSET SEKURITAS INDONESIA"", ""percentage"": """"}, {""code"": ""AI"", ""name"": ""UOB KAY HIAN SEKURITAS"", ""percentage"": """"}, {""code"": ""OD"", ""name"": ""BRI DANAREKSA SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;690.0;860.0;690.0;860.0;170.0;24.64%;42598400.0;25%;21%;88%;180%;197%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;44%;53%;7%;-35%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;PDPP;;PT Primadaya Plastisindo Tbk;Basic Materials;Containers & Packaging;Pengembangan;200.0;Industri Barang Dari Plastik Untuk Pengemasan;;https://www.pt-pdp.com;500000000;20.0;MG;SEMESTA INDOVEST SEKURITAS;13/10/2022;20/10/2022;195;200;03/11/2022;07/11/2022;07/11/2022;08/11/2022;09/11/2022;35%;"[{""code"": ""MG"", ""name"": ""SEMESTA INDOVEST SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;270.0;270.0;270.0;270.0;70.0;35.00%;2742386.0;35%;16%;1%;45%;56%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;3%;-17%;30%;65%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
Closed;PRAY;;PT Famon Awal Bros Sedaya Tbk;Healthcare;Healthcare Providers;Pengembangan;900.0;Bergerak di bidang aktivitas perusahaan holding dan jasa pelayanan kesehatan melalui Perusahaan Anak;Ruko Mega Grosir Cempaka Mas Blok N/21 Sumur Batu, Kemayoran, Jakarta;https://primayahospital.com/;302222300;2.17;PD;INDO PREMIER SEKURITAS;14/10/2022;21/10/2022;900;950;01/11/2022;04/11/2022;04/11/2022;07/11/2022;08/11/2022;25%;"[{""code"": ""PD"", ""name"": ""INDO PREMIER SEKURITAS"", ""percentage"": """"}]";;0.0;;;;;;1080.0;1125.0;840.0;890.0;-10.0;-1.11%;63667800.0;-1%;-16%;-18%;-19%;-23%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/;19%;41%;21%;305%;31 Juli 2024;https://www.idx.co.id/id/perusahaan-tercatat/kinerja-saham-tercatat-baru/
